ticket_id,title,description,category,subcategory,status,priority,created_by,assigned_to,created_date
TCK-1e231e8d,Access issue - fish,Last clearly whose message entire former smile management maybe medical Democrat skill heart.,Access,Permissions,In Progress,High,Patrick,Lisa,2025-10-08T21:58:54.840350
TCK-68ec44b9,Network issue - big,Good defense table understand kid along camera long poor off turn section enter.,Network,LAN,Closed,Low,Sarah,Ricardo,2025-10-06T21:58:54.840849
TCK-ab050f87,Email issue - mind,Growth child see national activity be student part process myself on really wife hotel door.,Email,Quota,In Progress,Low,Logan,Jonathan,2025-10-04T21:58:54.840849
TCK-75c7e45e,Network issue - nature,May name share major space card dark series.,Network,Router,Closed,Medium,Jeffrey,Steven,2025-09-30T21:58:54.840849
TCK-2478fd79,Network issue - affect,Role happen character kind final social strategy practice south.,Network,VPN,Resolved,Critical,Nicholas,Jason,2025-09-19T21:58:54.841349
TCK-32f7a8b8,Network issue - word,Degree some exist exist anyone record power another answer little coach stage loss help within stage.,Network,LAN,Resolved,Low,Sandra,John,2025-10-09T21:58:54.841349
TCK-4e6b9135,Hardware issue - simply,Window idea almost wrong improve woman main.,Hardware,Monitor,In Progress,Low,Mark,Paige,2025-09-21T21:58:54.841849
TCK-4b3c68b1,Email issue - start,Page coach yes nor single rise reveal stop process process add level.,Email,Spam,Closed,Medium,Cathy,Melanie,2025-09-20T21:58:54.841849
TCK-b7c3ce51,Software issue - study,Exist through effect significant ten not tough among rock economy explain keep.,Software,Update,Resolved,Medium,Danielle,Angela,2025-09-25T21:58:54.842349
TCK-71cc499a,Hardware issue - painting,Sometimes speak society well anyone opportunity participant.,Hardware,Keyboard,Open,Critical,Johnathan,Erika,2025-10-16T21:58:54.842349
TCK-8eeb6d43,Hardware issue - spring,Head TV long pay spring environmental once enough citizen sit past forget study collection game.,Hardware,Monitor,In Progress,Low,Kevin,Ellen,2025-09-24T21:58:54.842349
TCK-b0a6d024,Hardware issue - age,Realize go prepare pretty onto data tax live reach quality approach card.,Hardware,Laptop,In Progress,Low,Amber,Sylvia,2025-10-06T21:58:54.842849
TCK-6e11aa30,Email issue - he,Fact front stand now deal interview option officer national special instead change team.,Email,Quota,In Progress,Low,Melissa,Kaylee,2025-09-21T21:58:54.842849
TCK-90aeac61,Software issue - day,Institution set unit design hand any worker understand give.,Software,OS,Resolved,Medium,Christopher,Warren,2025-09-25T21:58:54.843351
TCK-ead421f3,Email issue - buy,List record establish market history yes laugh appear type ability.,Email,Spam,Open,Low,Matthew,Jeremy,2025-10-11T21:58:54.843351
TCK-a2d69a81,Software issue - prove,She science picture sea attack energy sell.,Software,Update,Closed,High,Kevin,James,2025-10-03T21:58:54.843351
TCK-f34593fe,Email issue - speak,Early candidate would hospital road your occur mission article thought first remember.,Email,Quota,Open,Critical,Robert,Carmen,2025-10-15T21:58:54.843849
TCK-5c4ae4ed,Email issue - experience,Think worry remember language party hundred enjoy know ok eye hair bank.,Email,Spam,In Progress,Critical,Mark,Justin,2025-10-06T21:58:54.843849
TCK-7a6b224b,Hardware issue - sort,Food teach performance market measure teacher fight south thank.,Hardware,Laptop,Closed,Medium,Isaiah,Jillian,2025-09-24T21:58:54.843849
TCK-dbe10ead,Software issue - material,Feeling author artist certain bit base manage share general.,Software,OS,In Progress,Low,Tracy,Amy,2025-09-25T21:58:54.844349
TCK-12067d4b,Hardware issue - maybe,Protect degree pull explain about over account.,Hardware,Printer,Open,Medium,Kathy,Samantha,2025-09-25T21:58:54.844349
TCK-50d8b89d,Network issue - year,Effect act large benefit its including condition heart me week.,Network,LAN,In Progress,Medium,Brian,Alex,2025-09-27T21:58:54.844849
TCK-32563ca2,Email issue - list,Sea person sometimes center voice modern order state Congress.,Email,Outlook,Open,Low,Kara,Jessica,2025-10-16T21:58:54.844849
TCK-5da84f2d,Hardware issue - theory,Affect list environmental from again leave nearly adult there camera mind walk check detail everybody describe.,Hardware,Monitor,Open,High,Jennifer,Ethan,2025-10-02T21:58:54.845349
TCK-e94dc70d,Hardware issue - sound,Message maintain long product soldier sell concern pressure share four after another series catch.,Hardware,Keyboard,Closed,Medium,Jeanette,Amanda,2025-10-03T21:58:54.845349
TCK-dc4d1445,Network issue - become,Because yourself tree here marriage lawyer garden me national study pick whatever far account.,Network,VPN,Open,High,Anthony,Lauren,2025-09-18T21:58:54.845349
TCK-ac107e20,Network issue - interest,American upon again join measure news recognize party well.,Network,WiFi,Open,Critical,Charles,William,2025-09-29T21:58:54.845849
TCK-ab44f3db,Access issue - character,Sure determine good set share man they take value majority provide eight.,Access,Permissions,Resolved,High,Mary,Robert,2025-09-19T21:58:54.845849
TCK-7ff3000f,Network issue - ten,Large serious tree care one space which church south cost.,Network,LAN,Resolved,Medium,John,Christopher,2025-09-29T21:58:54.846349
TCK-9d104af1,Hardware issue - hundred,Easy hospital job science indeed best nice establish social.,Hardware,Keyboard,Closed,Critical,Meredith,Bradley,2025-10-11T21:58:54.846349
TCK-68c6ac45,Access issue - smile,Good computer pass opportunity fill rest as similar bag who improve name leave Republican cause mind.,Access,Account Lock,Closed,Low,Alec,Lauren,2025-10-13T21:58:54.846349
TCK-deb0606a,Network issue - author,Pattern money discuss charge carry some economic himself draw development culture class my.,Network,WiFi,Resolved,Critical,Kiara,Christopher,2025-09-16T21:58:54.857347
TCK-8d9d58f8,Software issue - analysis,Authority suggest now away discover away college send force trouble wife public best stuff.,Software,Application,Open,Low,Barbara,Robin,2025-10-08T21:58:54.857347
TCK-99c086ef,Access issue - third,Really free little subject throughout heart happy style pay attack.,Access,Password,Resolved,High,Julia,Timothy,2025-09-20T21:58:54.857347
TCK-7e4297d8,Email issue - particularly,Last middle author ground business cost in address career apply TV old father thought.,Email,Spam,Closed,Medium,Timothy,Jessica,2025-09-25T21:58:54.857849
TCK-c709622c,Access issue - truth,Strong until very determine or month public.,Access,Permissions,In Progress,Low,Emma,Catherine,2025-10-06T21:58:54.857849
TCK-7243be32,Access issue - investment,Family him very particularly property at individual Mr seem fund stop school.,Access,Account Lock,Open,Medium,Christopher,Nathan,2025-09-20T21:58:54.858349
TCK-ac43befe,Access issue - nice,Option attorney figure grow resource eye key lawyer government part program wide investment recent thus picture.,Access,2FA,Open,Low,Emily,Kelly,2025-09-20T21:58:54.858349
TCK-a45cad8c,Software issue - population,Organization investment popular fine trouble piece own.,Software,Application,Closed,Low,Anthony,Maurice,2025-10-03T21:58:54.858349
TCK-0a66c639,Software issue - month,Finish themselves compare another who performance west.,Software,Update,Resolved,Medium,William,Sabrina,2025-09-25T21:58:54.858849
TCK-d5323af5,Network issue - here,Store hot market accept time act pass reason beat on film civil majority figure.,Network,LAN,Closed,Medium,Gary,Megan,2025-09-22T21:58:54.858849
TCK-0b298f95,Access issue - task,Company box job economy government vote little boy than off take.,Access,Account Lock,In Progress,Medium,John,Amy,2025-09-25T21:58:54.859349
TCK-ee7755dc,Network issue - sound,College mother drive area opportunity season look.,Network,VPN,Open,Low,Peter,Bryan,2025-10-12T21:58:54.859349
TCK-43000ecb,Email issue - to,Word sometimes force help pay he laugh really travel leg high several.,Email,Spam,Resolved,Low,Stephen,Joshua,2025-10-07T21:58:54.859349
TCK-a8bb4758,Access issue - key,Message mean receive fly author left then amount sing may summer improve.,Access,Account Lock,Resolved,Critical,Megan,Joseph,2025-10-02T21:58:54.859849
TCK-6d9f3c59,Software issue - among,Force including everyone member garden as health staff rate her itself class form have.,Software,Patch,Resolved,Medium,Deborah,Crystal,2025-09-26T21:58:54.859849
TCK-1b9d84c4,Access issue - board,Window get line soon carry operation enough ahead.,Access,2FA,Resolved,Medium,Matthew,Eric,2025-10-08T21:58:54.860349
TCK-c43824f2,Email issue - house,Determine attention local understand democratic art without decide decision police.,Email,Outlook,Resolved,Critical,Tricia,Sarah,2025-09-30T21:58:54.860349
TCK-e6e65cc4,Hardware issue - campaign,Else talk yard phone garden party sing maybe section nation position however article plant cell.,Hardware,Keyboard,Closed,Medium,Joy,Brandon,2025-10-07T21:58:54.860349
TCK-67033441,Access issue - worker,Kind ago along image side wait do watch nice remember knowledge inside than resource pass.,Access,2FA,Open,Medium,Kevin,Joshua,2025-09-22T21:58:54.860849
TCK-878ac1f8,Software issue - organization,Just good spring strong admit number political ability mention.,Software,Update,Resolved,Critical,Maria,Jose,2025-09-20T21:58:54.860849
TCK-e9e9d616,Hardware issue - accept,Majority anything step player hotel ready world design step.,Hardware,Laptop,Open,High,Melanie,Corey,2025-10-10T21:58:54.860849
TCK-b64476a6,Access issue - sense,Purpose board particular together central wait get build through today teacher federal base girl final.,Access,Password,In Progress,Low,Michael,Sean,2025-10-16T21:58:54.861349
TCK-a5020673,Network issue - character,Certain scene focus number hotel home when or.,Network,Router,Resolved,High,Lauren,Nicole,2025-10-02T21:58:54.861349
TCK-5966e63f,Hardware issue - simple,Sometimes down purpose production total organization often ball without daughter question truth resource authority water recent.,Hardware,Monitor,Closed,Critical,Faith,Anthony,2025-09-27T21:58:54.861849
TCK-8e282ebe,Access issue - attorney,Position of recently cold maintain thousand name stock hit.,Access,Password,In Progress,High,Kyle,Dawn,2025-10-02T21:58:54.861849
TCK-9516789f,Software issue - lose,Community know everything challenge wear already southern sometimes hospital candidate up focus science.,Software,Update,In Progress,Low,Shannon,William,2025-10-11T21:58:54.861849
TCK-cb4f2e9a,Network issue - public,Response thing car what sea member network player well degree floor.,Network,WiFi,Open,Low,Leslie,Evan,2025-10-02T21:58:54.862349
TCK-c96872de,Hardware issue - apply,Keep speech into bank imagine actually region most within particular box get help so.,Hardware,Laptop,In Progress,Low,Joseph,Aaron,2025-09-21T21:58:54.862349
TCK-d93bea94,Email issue - leg,Cut thus politics serious newspaper couple help the wide.,Email,Delivery,In Progress,Medium,Keith,Alexander,2025-10-10T21:58:54.862849
TCK-79505f5a,Network issue - create,Great red type center space agreement recent pattern reach develop news institution size represent dream contain.,Network,Router,Open,High,Maria,Bonnie,2025-10-01T21:58:54.862849
TCK-04891004,Email issue - example,Reflect dream per anything child something return.,Email,Quota,Closed,Low,Paul,Tonya,2025-10-08T21:58:54.862849
TCK-492a0fa3,Hardware issue - only,Lose take across movement agreement table human hit stage TV month tend physical film.,Hardware,Monitor,Closed,Critical,Chelsea,William,2025-10-02T21:58:54.863349
TCK-d9875881,Hardware issue - rise,Newspaper skin adult special spring offer wonder speech.,Hardware,Printer,Closed,High,Victoria,Kevin,2025-10-08T21:58:54.863349
TCK-9b753fd0,Hardware issue - away,Serve ball successful manage total cultural visit trip father.,Hardware,Keyboard,Closed,Medium,Michael,Melissa,2025-10-16T21:58:54.863349
TCK-a9e6502c,Hardware issue - campaign,Together forward animal adult per actually since a book reduce.,Hardware,Printer,Closed,Medium,Katherine,Phillip,2025-10-16T21:58:54.863849
TCK-e7921185,Network issue - music,Everything she us someone common hard activity would run.,Network,VPN,Closed,Critical,Christina,Melissa,2025-10-13T21:58:54.863849
TCK-25b6c749,Email issue - final,Black focus would growth local focus time score.,Email,Spam,In Progress,High,Robert,Lori,2025-10-11T21:58:54.864349
TCK-750cc182,Access issue - buy,Control listen foreign system start understand fear show bed foot summer movie officer very.,Access,Password,Open,High,Erin,Darlene,2025-09-17T21:58:54.864349
TCK-ae226ac4,Hardware issue - less,Before toward produce show place them know somebody short economy government especially car.,Hardware,Laptop,Closed,Low,Edward,Alexandra,2025-10-12T21:58:54.864349
TCK-2e8255f1,Access issue - table,Debate approach cost particular involve from born past camera care already operation.,Access,2FA,Open,Critical,Heather,Jessica,2025-10-12T21:58:54.864849
TCK-4779e7c8,Email issue - send,Compare join process message my offer require yeah near possible sea fine.,Email,Spam,Closed,High,Katie,Ashley,2025-09-29T21:58:54.864849
TCK-e46ea9c5,Email issue - above,Approach party student Mr growth pass final yard challenge air hour resource.,Email,Outlook,Closed,Critical,Brittany,Paul,2025-09-26T21:58:54.865349
TCK-263d1f51,Hardware issue - part,Congress international various son make knowledge across heart.,Hardware,Keyboard,Open,Critical,Samantha,Alexandra,2025-10-06T21:58:54.865349
TCK-8d151c1b,Network issue - case,Strong treat conference avoid same situation treat green game card.,Network,LAN,In Progress,High,Paul,Alexander,2025-09-16T21:58:54.865349
